created_at;komentar;username;case_folding;cleaning;tokenizing;normalisasi;stopword;lemmatisasi;cluster;Cluster Label
Thu Jan 11 04:00:29 +0000 2024;??? Sudah lupa akan karapan sapi Sri Mariani malah sibuk merencanakan cara menceritakan kisah-kisah jenaka dan petualangannya bersama Rhys dan Ronan kepada Setiawan dalam doa malamnya nanti. ???;herhelios;??? sudah lupa akan karapan sapi sri mariani malah sibuk merencanakan cara menceritakan kisah-kisah jenaka dan petualangannya bersama rhys dan ronan kepada setiawan dalam doa malamnya nanti. ???;sudah lupa akan karapan sapi sri mariani malah sibuk merencanakan cara menceritakan kisahkisah jenaka dan petualangannya bersama rhys dan ronan kepada setiawan dalam doa malamnya nanti;['sudah', 'lupa', 'akan', 'karapan', 'sapi', 'sri', 'mariani', 'malah', 'sibuk', 'merencanakan', 'cara', 'menceritakan', 'kisahkisah', 'jenaka', 'dan', 'petualangannya', 'bersama', 'rhys', 'dan', 'ronan', 'kepada', 'setiawan', 'dalam', 'doa', 'malamnya', 'nanti'];['sudah', 'lupa', 'akan', 'karapan', 'sapi', 'sri', 'mariani', 'malah', 'sibuk', 'merencanakan', 'cara', 'menceritakan', 'kisahkisah', 'jenaka', 'dan', 'petualangannya', 'bersama', 'rhys', 'dan', 'ronan', 'kepada', 'setiawan', 'dalam', 'doa', 'malamnya', 'nanti'];sudah lupa karapan sapi sri mariani sibuk merencanakan menceritakan kisahkisah jenaka petualangannya rhys ronan setiawan doa malamnya nanti;sudah lupa karapan sapi sri mariani sibuk rencana cerita kisahkisah jenaka tualang rhys ronan setiawan doa malam nanti;0;Positif
Wed Jan 10 10:17:32 +0000 2024;Karapan sapi;Gerryzanuar1;karapan sapi;karapan sapi;['karapan', 'sapi'];['karapan', 'sapi'];karapan sapi;karapan sapi;0;Positif
Wed Jan 10 00:18:21 +0000 2024;@9clairo9r itu harusnya karapan sapi sih :(;9ester9r;@9clairo9r itu harusnya karapan sapi sih :(;clairor itu harusnya karapan sapi sih;['clairor', 'itu', 'harusnya', 'karapan', 'sapi', 'sih'];['clairor', 'itu', 'harusnya', 'karapan', 'sapi', 'sih'];clairor karapan sapi sih;clairor karapan sapi sih;0;Positif
Mon Jan 08 23:02:44 +0000 2024;@DrEvaChaniago Kyk Joki karapan sapi.;smartAde091;@drevachaniago kyk joki karapan sapi.;drevachaniago kyk joki karapan sapi;['drevachaniago', 'kyk', 'joki', 'karapan', 'sapi'];['drevachaniago', 'kayak', 'joki', 'karapan', 'sapi'];drevachaniago kayak joki karapan sapi;drevachaniago kayak joki karapan sapi;0;Positif
Mon Jan 08 00:31:00 +0000 2024;idol lain ke indo: jalan jalan ngemall tegoshi: karapan sapi di sumbawa https://t.co/sI8Sli3wDx;akangyogurt721;idol lain ke indo: jalan jalan ngemall tegoshi: karapan sapi di sumbawa https://t.co/si8sli3wdx;idol lain ke indo jalan jalan ngemall tegoshi karapan sapi di sumbawa httpstcosisliwdx;['idol', 'lain', 'ke', 'indo', 'jalan', 'jalan', 'ngemall', 'tegoshi', 'karapan', 'sapi', 'di', 'sumbawa', 'httpstcosisliwdx'];['idol', 'lain', 'ke', 'indonesia', 'jalan', 'jalan', 'ngemall', 'tegoshi', 'karapan', 'sapi', 'di', 'sumbawa', 'httpstcosisliwdx'];idol indonesia jalan jalan ngemall tegoshi karapan sapi sumbawa httpstcosisliwdx;idol indonesia jalan jalan ngemall tegoshi karapan sapi sumbawa httpstcosisliwdx;0;Positif
Sun Jan 07 14:51:43 +0000 2024;@yashadipura @ganjarpranowo Karapan sapi (kearifan lokal);anndaryyyyy;@yashadipura @ganjarpranowo karapan sapi (kearifan lokal);yashadipura ganjarpranowo karapan sapi kearifan lokal;['yashadipura', 'ganjarpranowo', 'karapan', 'sapi', 'kearifan', 'lokal'];['yashadipura', 'ganjarpranowo', 'karapan', 'sapi', 'kearifan', 'lokal'];yashadipura ganjarpranowo karapan sapi kearifan lokal;yashadipura ganjarpranowo karapan sapi arif lokal;0;Positif
Sun Jan 07 11:45:26 +0000 2024;Indonesia traditional sport: pencak silat sepak takraw/raga dam-daman jemparingan lompat batu pacu jalur pathol gulat okol egrang terompah panjang/bakiak gobak sodor tarik tambang dagongan sumpitan gasing lari balok balap karung panjat pinang karapan sapi.;ochtend_;indonesia traditional sport: pencak silat sepak takraw/raga dam-daman jemparingan lompat batu pacu jalur pathol gulat okol egrang terompah panjang/bakiak gobak sodor tarik tambang dagongan sumpitan gasing lari balok balap karung panjat pinang karapan sapi.;indonesia traditional sport pencak silat sepak takrawraga damdaman jemparingan lompat batu pacu jalur pathol gulat okol egrang terompah panjangbakiak gobak sodor tarik tambang dagongan sumpitan gasing lari balok balap karung panjat pinang karapan sapi;['indonesia', 'traditional', 'sport', 'pencak', 'silat', 'sepak', 'takrawraga', 'damdaman', 'jemparingan', 'lompat', 'batu', 'pacu', 'jalur', 'pathol', 'gulat', 'okol', 'egrang', 'terompah', 'panjangbakiak', 'gobak', 'sodor', 'tarik', 'tambang', 'dagongan', 'sumpitan', 'gasing', 'lari', 'balok', 'balap', 'karung', 'panjat', 'pinang', 'karapan', 'sapi'];['indonesia', 'traditional', 'sport', 'pencak', 'silat', 'sepak', 'takrawraga', 'damdaman', 'jemparingan', 'lompat', 'batu', 'pacu', 'jalur', 'pathol', 'gulat', 'okol', 'egrang', 'terompah', 'panjangbakiak', 'gobak', 'sodor', 'tarik', 'tambang', 'dagongan', 'sumpitan', 'gasing', 'lari', 'balok', 'balap', 'karung', 'panjat', 'pinang', 'karapan', 'sapi'];indonesia traditional sport pencak silat sepak takrawraga damdaman jemparingan lompat batu pacu jalur pathol gulat okol egrang terompah panjangbakiak gobak sodor tarik tambang dagongan sumpitan gasing lari balok balap karung panjat pinang karapan sapi;indonesia traditional sport pencak silat sepak takrawraga damdaman jemparing lompat batu pacu jalur pathol gulat okol egrang terompah panjangbakiak gobak sodor tarik tambang dagongan sumpit gasing lari balok balap karung panjat pinang karapan sapi;0;Positif
Sun Jan 07 11:45:15 +0000 2024;Olahraga tradisional Indonesia: pencak silat sepak takraw/raga dam-daman jemparingan lompat batu pacu jalur pathol gulat okol egrang terompah panjang/bakiak gobak sodor tarik tambang dagongan sumpitan gasing lari balok balap karung panjat pinang karapan sapi.;ochtend_;olahraga tradisional indonesia: pencak silat sepak takraw/raga dam-daman jemparingan lompat batu pacu jalur pathol gulat okol egrang terompah panjang/bakiak gobak sodor tarik tambang dagongan sumpitan gasing lari balok balap karung panjat pinang karapan sapi.;olahraga tradisional indonesia pencak silat sepak takrawraga damdaman jemparingan lompat batu pacu jalur pathol gulat okol egrang terompah panjangbakiak gobak sodor tarik tambang dagongan sumpitan gasing lari balok balap karung panjat pinang karapan sapi;['olahraga', 'tradisional', 'indonesia', 'pencak', 'silat', 'sepak', 'takrawraga', 'damdaman', 'jemparingan', 'lompat', 'batu', 'pacu', 'jalur', 'pathol', 'gulat', 'okol', 'egrang', 'terompah', 'panjangbakiak', 'gobak', 'sodor', 'tarik', 'tambang', 'dagongan', 'sumpitan', 'gasing', 'lari', 'balok', 'balap', 'karung', 'panjat', 'pinang', 'karapan', 'sapi'];['olahraga', 'tradisional', 'indonesia', 'pencak', 'silat', 'sepak', 'takrawraga', 'damdaman', 'jemparingan', 'lompat', 'batu', 'pacu', 'jalur', 'pathol', 'gulat', 'okol', 'egrang', 'terompah', 'panjangbakiak', 'gobak', 'sodor', 'tarik', 'tambang', 'dagongan', 'sumpitan', 'gasing', 'lari', 'balok', 'balap', 'karung', 'panjat', 'pinang', 'karapan', 'sapi'];olahraga tradisional indonesia pencak silat sepak takrawraga damdaman jemparingan lompat batu pacu jalur pathol gulat okol egrang terompah panjangbakiak gobak sodor tarik tambang dagongan sumpitan gasing lari balok balap karung panjat pinang karapan sapi;olahraga tradisional indonesia pencak silat sepak takrawraga damdaman jemparing lompat batu pacu jalur pathol gulat okol egrang terompah panjangbakiak gobak sodor tarik tambang dagongan sumpit gasing lari balok balap karung panjat pinang karapan sapi;0;Positif
Sun Jan 07 11:45:04 +0000 2024;Sukan tradisional Indonesia: pencak silat sepak takraw/raga dam-daman/catur jemparingan lompat batu pacu jalur pathol gulat okol egrang terompah panjang/bakiak gobak sodor tarik tambang dagongan sumpitan gasing lari balok balap karung panjat pinang karapan sapi.;ochtend_;sukan tradisional indonesia: pencak silat sepak takraw/raga dam-daman/catur jemparingan lompat batu pacu jalur pathol gulat okol egrang terompah panjang/bakiak gobak sodor tarik tambang dagongan sumpitan gasing lari balok balap karung panjat pinang karapan sapi.;sukan tradisional indonesia pencak silat sepak takrawraga damdamancatur jemparingan lompat batu pacu jalur pathol gulat okol egrang terompah panjangbakiak gobak sodor tarik tambang dagongan sumpitan gasing lari balok balap karung panjat pinang karapan sapi;['sukan', 'tradisional', 'indonesia', 'pencak', 'silat', 'sepak', 'takrawraga', 'damdamancatur', 'jemparingan', 'lompat', 'batu', 'pacu', 'jalur', 'pathol', 'gulat', 'okol', 'egrang', 'terompah', 'panjangbakiak', 'gobak', 'sodor', 'tarik', 'tambang', 'dagongan', 'sumpitan', 'gasing', 'lari', 'balok', 'balap', 'karung', 'panjat', 'pinang', 'karapan', 'sapi'];['sukan', 'tradisional', 'indonesia', 'pencak', 'silat', 'sepak', 'takrawraga', 'damdamancatur', 'jemparingan', 'lompat', 'batu', 'pacu', 'jalur', 'pathol', 'gulat', 'okol', 'egrang', 'terompah', 'panjangbakiak', 'gobak', 'sodor', 'tarik', 'tambang', 'dagongan', 'sumpitan', 'gasing', 'lari', 'balok', 'balap', 'karung', 'panjat', 'pinang', 'karapan', 'sapi'];sukan tradisional indonesia pencak silat sepak takrawraga damdamancatur jemparingan lompat batu pacu jalur pathol gulat okol egrang terompah panjangbakiak gobak sodor tarik tambang dagongan sumpitan gasing lari balok balap karung panjat pinang karapan sapi;sukan tradisional indonesia pencak silat sepak takrawraga damdamancatur jemparing lompat batu pacu jalur pathol gulat okol egrang terompah panjangbakiak gobak sodor tarik tambang dagongan sumpit gasing lari balok balap karung panjat pinang karapan sapi;0;Positif
Sun Jan 07 11:44:54 +0000 2024;Animal race/racing tradition in Indonesia: pacu kude pacu jawi pacu itiak balap kerbau cipatujah karapan sapi karapan kambing balapan kerbau kerapan sapi brujul makepung malean sampi barapan kebo maen jaran sampo ayam pacoa jara pasola karoba saping.;ochtend_;animal race/racing tradition in indonesia: pacu kude pacu jawi pacu itiak balap kerbau cipatujah karapan sapi karapan kambing balapan kerbau kerapan sapi brujul makepung malean sampi barapan kebo maen jaran sampo ayam pacoa jara pasola karoba saping.;animal raceracing tradition in indonesia pacu kude pacu jawi pacu itiak balap kerbau cipatujah karapan sapi karapan kambing balapan kerbau kerapan sapi brujul makepung malean sampi barapan kebo maen jaran sampo ayam pacoa jara pasola karoba saping;['animal', 'raceracing', 'tradition', 'in', 'indonesia', 'pacu', 'kude', 'pacu', 'jawi', 'pacu', 'itiak', 'balap', 'kerbau', 'cipatujah', 'karapan', 'sapi', 'karapan', 'kambing', 'balapan', 'kerbau', 'kerapan', 'sapi', 'brujul', 'makepung', 'malean', 'sampi', 'barapan', 'kebo', 'maen', 'jaran', 'sampo', 'ayam', 'pacoa', 'jara', 'pasola', 'karoba', 'saping'];['animal', 'raceracing', 'tradition', 'ini', 'indonesia', 'pacu', 'kude', 'pacu', 'jawi', 'pacu', 'itiak', 'balap', 'kerbau', 'cipatujah', 'karapan', 'sapi', 'karapan', 'kambing', 'balapan', 'kerbau', 'kerapan', 'sapi', 'brujul', 'makepung', 'malean', 'sampi', 'barapan', 'kebo', 'main', 'jaran', 'sampo', 'ayam', 'pacoa', 'jara', 'pasola', 'karoba', 'saping'];animal raceracing tradition indonesia pacu kude pacu jawi pacu itiak balap kerbau cipatujah karapan sapi karapan kambing balapan kerbau kerapan sapi brujul makepung malean sampi barapan kebo main jaran sampo ayam pacoa jara pasola karoba saping;animal raceracing tradition indonesia pacu kude pacu jawi pacu itiak balap kerbau cipatujah karapan sapi karapan kambing balap kerbau kerap sapi brujul makepung male sampi barap kebo main jaran sampo ayam pacoa jara pasola karoba saping;0;Positif
Sun Jan 07 11:44:44 +0000 2024;Tradisi lomba balap hewan di Indonesia: pacu kude pacu jawi pacu itiak balap kerbau cipatujah karapan sapi karapan kambing balapan kerbau kerapan sapi brujul makepung malean sampi barapan kebo maen jaran sampo ayam pacoa jara pasola karoba saping.;ochtend_;tradisi lomba balap hewan di indonesia: pacu kude pacu jawi pacu itiak balap kerbau cipatujah karapan sapi karapan kambing balapan kerbau kerapan sapi brujul makepung malean sampi barapan kebo maen jaran sampo ayam pacoa jara pasola karoba saping.;tradisi lomba balap hewan di indonesia pacu kude pacu jawi pacu itiak balap kerbau cipatujah karapan sapi karapan kambing balapan kerbau kerapan sapi brujul makepung malean sampi barapan kebo maen jaran sampo ayam pacoa jara pasola karoba saping;['tradisi', 'lomba', 'balap', 'hewan', 'di', 'indonesia', 'pacu', 'kude', 'pacu', 'jawi', 'pacu', 'itiak', 'balap', 'kerbau', 'cipatujah', 'karapan', 'sapi', 'karapan', 'kambing', 'balapan', 'kerbau', 'kerapan', 'sapi', 'brujul', 'makepung', 'malean', 'sampi', 'barapan', 'kebo', 'maen', 'jaran', 'sampo', 'ayam', 'pacoa', 'jara', 'pasola', 'karoba', 'saping'];['tradisi', 'lomba', 'balap', 'hewan', 'di', 'indonesia', 'pacu', 'kude', 'pacu', 'jawi', 'pacu', 'itiak', 'balap', 'kerbau', 'cipatujah', 'karapan', 'sapi', 'karapan', 'kambing', 'balapan', 'kerbau', 'kerapan', 'sapi', 'brujul', 'makepung', 'malean', 'sampi', 'barapan', 'kebo', 'main', 'jaran', 'sampo', 'ayam', 'pacoa', 'jara', 'pasola', 'karoba', 'saping'];tradisi lomba balap hewan indonesia pacu kude pacu jawi pacu itiak balap kerbau cipatujah karapan sapi karapan kambing balapan kerbau kerapan sapi brujul makepung malean sampi barapan kebo main jaran sampo ayam pacoa jara pasola karoba saping;tradisi lomba balap hewan indonesia pacu kude pacu jawi pacu itiak balap kerbau cipatujah karapan sapi karapan kambing balap kerbau kerap sapi brujul makepung male sampi barap kebo main jaran sampo ayam pacoa jara pasola karoba saping;0;Positif
Sun Jan 07 05:49:17 +0000 2024;@utakutik Di Perak ada konsulat Thailand dan ternyata di belakang Patung Karapan Sapi di jalan Basuki Rachmat ada Konsulat Belarusia tepat di belakang Monumen patung gedungnya https://t.co/PpekrHVk5Z;Peterlafan;@utakutik di perak ada konsulat thailand dan ternyata di belakang patung karapan sapi di jalan basuki rachmat ada konsulat belarusia tepat di belakang monumen patung gedungnya https://t.co/ppekrhvk5z;utakutik di perak ada konsulat thailand dan ternyata di belakang patung karapan sapi di jalan basuki rachmat ada konsulat belarusia tepat di belakang monumen patung gedungnya httpstcoppekrhvkz;['utakutik', 'di', 'perak', 'ada', 'konsulat', 'thailand', 'dan', 'ternyata', 'di', 'belakang', 'patung', 'karapan', 'sapi', 'di', 'jalan', 'basuki', 'rachmat', 'ada', 'konsulat', 'belarusia', 'tepat', 'di', 'belakang', 'monumen', 'patung', 'gedungnya', 'httpstcoppekrhvkz'];['utakutik', 'di', 'perak', 'ada', 'konsulat', 'thailand', 'dan', 'ternyata', 'di', 'belakang', 'patung', 'karapan', 'sapi', 'di', 'jalan', 'basuki', 'rachmat', 'ada', 'konsulat', 'belarusia', 'tepat', 'di', 'belakang', 'monumen', 'patung', 'gedungnya', 'httpstcoppekrhvkz'];utakutik perak konsulat thailand patung karapan sapi jalan basuki rachmat konsulat belarusia monumen patung gedungnya httpstcoppekrhvkz;utakutik perak konsulat thailand patung karapan sapi jalan basuki rachmat konsulat belarusia monumen patung gedung httpstcoppekrhvkz;0;Positif
Sun Dec 24 12:49:48 +0000 2023;Shit men cape bet kek abis karapan sapi tapi lu tuh sapi nya;arizalfy_;shit men cape bet kek abis karapan sapi tapi lu tuh sapi nya;shit men cape bet kek abis karapan sapi tapi lu tuh sapi nya;['shit', 'men', 'cape', 'bet', 'kek', 'abis', 'karapan', 'sapi', 'tapi', 'lu', 'tuh', 'sapi', 'nya'];['shit', 'men', 'capek', 'banget', 'kayak', 'habis', 'karapan', 'sapi', 'tapi', 'kamu', 'tuh', 'sapi', 'ya'];shit men capek banget kayak habis karapan sapi tuh sapi ya;shit men capek banget kayak habis karapan sapi tuh sapi ya;0;Positif
Sat Dec 23 12:05:19 +0000 2023;pernah kena tilang di patung karapan sapi 2x ;_yuuki98;pernah kena tilang di patung karapan sapi 2x ;pernah kena tilang di patung karapan sapi x;['pernah', 'kena', 'tilang', 'di', 'patung', 'karapan', 'sapi', 'x'];['pernah', 'kena', 'tilang', 'di', 'patung', 'karapan', 'sapi', 'kali'];pernah kena tilang patung karapan sapi kali;pernah kena tilang patung karapan sapi kali;0;Positif
Sat Dec 23 04:49:56 +0000 2023;@kikysaputrii @_the_blue_sea_ Doi lupa kalau karapan sapi itu dari medure ta iye..;idnnetizen;@kikysaputrii @_the_blue_sea_ doi lupa kalau karapan sapi itu dari medure ta iye..;kikysaputrii thebluesea doi lupa kalau karapan sapi itu dari medure ta iye;['kikysaputrii', 'thebluesea', 'doi', 'lupa', 'kalau', 'karapan', 'sapi', 'itu', 'dari', 'medure', 'ta', 'iye'];['kikysaputrii', 'thebluesea', 'doi', 'lupa', 'kalau', 'karapan', 'sapi', 'itu', 'dari', 'medure', 'ta', 'iye'];kikysaputrii thebluesea doi lupa karapan sapi medure ta iye;kikysaputrii thebluesea doi lupa karapan sapi medure ta iye;0;Positif
Sat Dec 23 02:22:53 +0000 2023;Aissh prof @mohmahfudmd spt karapan sapi pak @jokowi dikoin Rp. 100 - Beliau bahkan memakai 40 sarung buat slepet @cakimiNOW Tapi lunak kpd @gibran_tweet GOOGLE THEORY. Please don't spell ITIL Gibran! Bhahaha;Hybridsundaclan;aissh prof @mohmahfudmd spt karapan sapi pak @jokowi dikoin rp. 100 - beliau bahkan memakai 40 sarung buat slepet @cakiminow tapi lunak kpd @gibran_tweet google theory. please don't spell itil gibran! bhahaha;aissh prof mohmahfudmd spt karapan sapi pak jokowi dikoin rp   beliau bahkan memakai  sarung buat slepet cakiminow tapi lunak kpd gibrantweet google theory please dont spell itil gibran bhahaha;['aissh', 'prof', 'mohmahfudmd', 'spt', 'karapan', 'sapi', 'pak', 'jokowi', 'dikoin', 'rp', 'beliau', 'bahkan', 'memakai', 'sarung', 'buat', 'slepet', 'cakiminow', 'tapi', 'lunak', 'kpd', 'gibrantweet', 'google', 'theory', 'please', 'dont', 'spell', 'itil', 'gibran', 'bhahaha'];['aissh', 'prof', 'mohmahfudmd', 'seperti', 'karapan', 'sapi', 'pak', 'jokowi', 'dikoin', 'rp', 'beliau', 'bahkan', 'memakai', 'sarung', 'buat', 'slepet', 'cakiminow', 'tapi', 'lunak', 'kepada', 'gibrantweet', 'google', 'theory', 'please', 'dont', 'spell', 'itil', 'gibran', 'bhahaha'];aissh prof mohmahfudmd karapan sapi jokowi dikoin rp beliau memakai sarung slepet cakiminow lunak gibrantweet google theory please dont spell itil gibran bhahaha;aissh prof mohmahfudmd karapan sapi jokowi koin rp beliau pakai sarung slepet cakiminow lunak gibrantweet google theory please dont spell itil gibran bhahaha;0;Positif
Fri Dec 22 15:16:54 +0000 2023;@Ryan_Fighter7 Masih mending di kasih 5 Bro...coba kalo suruh ngejinakin BANTENG OLENG...sesuai KOSTUM yang dipake joki KARAPAN SAPI...ini jadi JOKI KARAPAN BANTENG....;satriawiguna77;@ryan_fighter7 masih mending di kasih 5 bro...coba kalo suruh ngejinakin banteng oleng...sesuai kostum yang dipake joki karapan sapi...ini jadi joki karapan banteng....;ryanfighter masih mending di kasih  brocoba kalo suruh ngejinakin banteng olengsesuai kostum yang dipake joki karapan sapiini jadi joki karapan banteng;['ryanfighter', 'masih', 'mending', 'di', 'kasih', 'brocoba', 'kalo', 'suruh', 'ngejinakin', 'banteng', 'olengsesuai', 'kostum', 'yang', 'dipake', 'joki', 'karapan', 'sapiini', 'jadi', 'joki', 'karapan', 'banteng'];['ryanfighter', 'masih', 'mending', 'di', 'kasih', 'brocoba', 'kalau', 'suruh', 'ngejinakin', 'banteng', 'olengsesuai', 'kostum', 'yang', 'dipakai', 'joki', 'karapan', 'sapiini', 'jadi', 'joki', 'karapan', 'banteng'];ryanfighter mending kasih brocoba suruh ngejinakin banteng olengsesuai kostum dipakai joki karapan sapiini joki karapan banteng;ryanfighter mending kasih brocoba suruh ngejinakin banteng olengsesuai kostum pakai joki karapan sapiini joki karapan banteng;0;Positif
